file_path,title,subject,level,type,content_preview
public/similar-resources.html,🔍 Similar Resources Finder | Te Kete Ako,Mathematics,All Levels,lesson,🔍 Similar Resources Finder | Te Kete Ako 🔍 Similar Resources Finder Discover related educational content using GraphRAG intelligence Find Similar Resources Search
public/index-bloated-backup.html,Te Kete Ako | Educational Resources Honoring Te Ao Māori,Mathematics,All Levels,lesson,"Te Kete Ako | Educational Resources Honoring Te Ao Māori Te Kete Ako Te Kete Ako Educational Resources Honoring Te Ao Māori ""Whaowhia te kete mātauranga"" Fill the basket of knowledge 🌟 Explore Resources 📚 Browse Curriculum 🌟 Featured Resources 🎮 Te Reo Māori Wordle Interactive Game Engaging language learning through the popular Wordle format, featuring Te Reo Māori vocabulary. Play Now → 📐 Y9 Maths: Geometry Patterns Complete Unit Explore mathematical concepts through traditional Māori patterns "
public/curriculum-v2.html,Interactive Curriculum Browser | Te Kete Ako,Te Reo Māori,All Levels,lesson,"Interactive Curriculum Browser | Te Kete Ako Te Kete Ako Today's Whakataukī ""Whāia te mātauranga hei oranga mō koutou."" Seek after learning for the sake of your wellbeing. Curriculum Areas Interactive Curriculum Browser An interactive guide to the New Zealand Curriculum and Te Mātaiaho."
public/reading-hub.html,Reading Hub | Te Kete Ako,English,Year 7,lesson,"Reading Hub | Te Kete Ako ""Mā te pānui, ka mōhio; mā te mōhio, ka mārama"" Through reading comes knowledge, through knowledge comes understanding - unlocking the world through literacy 📚 MOE FRAMEWORK: 1 Hour Reading Daily (Years 7-8) 📖 Reading Hub Comprehension, fluency, and vocabulary development resources 📊 Powered by GraphRAG: 231,469 knowledge relationships ⚡ Quick Start: Teacher Picks 📖 Y7 Reading Unit 🧩 Cultural Stories Comprehension 📱 Media Literacy Comprehension 💎 Excellence Alpha 📚 Y7 F"
public/subjects.html,Subject Areas | Te Kete Ako,Mathematics,All Levels,lesson,Subject Areas | Te Kete Ako 📚 Subject Areas Comprehensive resources organized by curriculum area 🌿 🌿 Cultural Context | Horopaki Ahurea 🏛️ Connection to Mangakōtukutuku College Values Whaimana: Integrity - Standing firm in truth and principle whaiara by encouraging students to engage with content in ways that embody this value. Approach Māori content with respect and openness Recognize students' diverse cultural backgrounds and experiences Create space for Māori students to share their perspecti
public/reset-password.html,Reset Password | Te Kete Ako,Digital Technologies,All Levels,lesson,Reset Password | Te Kete Ako Te Kete Ako Set a New Password Enter your new password below. New Password: Update Password Back to Login
public/teaching-variants-demo.html,Teaching Variants Demo - Te Kete Ako,Digital Technologies,All Levels,lesson,Teaching Variants Demo - Te Kete Ako 🎯 Teaching Variants System Dialectical synthesis: Single canonical organization + Pedagogical choice for kaiako 10+ Duplicate Lessons 3 Synthesized Options 70% Reduction 🔧 Integration Example This system automatically detects duplicate lessons and synthesizes them into meaningful pedagogical choices: JavaScript Integration: // Auto-synthesize teaching variantsconst synthesizer = new TeachingVariantsSynthesizer();const variants = await synthesizer.loadVariants
public/login.html,Login | Te Kete Ako,Digital Technologies,All Levels,lesson,"Login | Te Kete Ako 🧺 Te Kete Ako ""Whāia te iti kahurangi"" ""Seek the treasure you value most dearly"" 🏛️ Mangakōtukutuku College Whaiara: Rising Up - Taking action to create positive change Welcome Back Sign in to access your personalized learning dashboard Email Address Password Sign In Don't have an account? Register here Forgot your password? ← Back to Te Kete Ako"
public/graphrag-learning-pathways.html,Learning Pathways Explorer | GraphRAG | Te Kete Ako,Mathematics,All Levels,lesson,Learning Pathways Explorer | GraphRAG | Te Kete Ako 🧠 POWERED BY 849 PREREQUISITE RELATIONSHIPS 🎯 Learning Pathways Explorer 849 Prerequisites 600 Progressions 401 Skill Paths 🔍 Find Your Learning Path 📚 Prerequisites 📈 Progressions 🎯 Skills 🏆 Mastery 👆 Search for a topic or select a pathway type to begin 🌟 Featured Learning Journeys
public/teacher-guide.html,Teacher Analytics Guide | Te Kete Ako,Digital Technologies,All Levels,lesson,"Teacher Analytics Guide | Te Kete Ako ""Mā te ako, ka mōhio; mā te mōhio, ka ora"" Through teaching comes knowledge, through knowledge comes wellbeing - empowering teachers to empower students Te Kete Ako 🎯 Quick Start: Access Your Analytics Dashboard 1Navigate to any page on Te Kete Ako 2Double-click the ""Te Kete Ako"" logo in the top-left corner 3Your Advanced Teacher Dashboard will open instantly! 💡 Pro Tip: The analytics system is already tracking student engagement across all pages. Even first"
public/cultural-threads.html,Cultural Threads | GraphRAG Cultural Intelligence | Te Kete Ako,Digital Technologies,All Levels,lesson,"Cultural Threads | GraphRAG Cultural Intelligence | Te Kete Ako 🌿 MĀTAURANGA MĀORI 🌺 Cultural Threads Discover how Te Ao Māori weaves through all subjects 5,062 Cultural Connections 88% Avg Confidence ALL Subjects Connected 🌿 What Are Cultural Threads? Māori cultural concepts - even across different subjects. These ""threads"" show how mātauranga Māori weaves through Science, Mathematics, English, and beyond. 🌱 Kaitiakitanga Guardianship in Science, Social Studies, Health 🌳 Whakapapa Connections i"
public/analytics-dashboard.html,Analytics Dashboard - Te Kete Ako,Digital Technologies,All Levels,lesson,Analytics Dashboard - Te Kete Ako 📊 Analytics Dashboard Real-time insights into GraphRAG component usage and teacher engagement Loading analytics... 🔗 Most Clicked Recommendations (Last 7 Days) ⭐ Recent Teacher Feedback 📈 Component Performance
public/beta-teacher-recruitment.html,Beta Teacher Recruitment | Te Kete Ako,Digital Technologies,All Levels,lesson,"Beta Teacher Recruitment | Te Kete Ako 🌟 Beta Teacher Recruitment 📧 Email Template for Beta Recruitment Subject: 🌿 Beta Test Te Kete Ako - Revolutionary Bicultural Ed Platform Kia ora [Teacher Name], You've been selected as one of only 5 teachers to beta test Te Kete Ako - Aotearoa's first AI-powered educational platform integrating mātauranga Māori with modern pedagogy. 🌟 Why You? You teach [Subject/Year Level] - perfect for testing our resources Your commitment to bicultural education aligns w"
public/resource-hub.html,Resource Hub | Te Kete Ako,Science,All Levels,lesson,"Resource Hub | Te Kete Ako 🌟 Resource Hub 721+ educational resources for New Zealand classrooms 📄 Generated Handouts 🎓 Generated Lessons 🌿 Cultural Context | Horopaki Ahurea 🏛️ Connection to Mangakōtukutuku College Values Whaimana: Integrity - Standing firm in truth and principle whaimana by encouraging students to cite sources honestly, evaluate evidence critically, and present ideas with integrity and respect. Approach Māori content with respect and openness Recognize students' diverse cultura"
public/orphans-dashboard.html,Orphans Dashboard - GraphRAG Hidden Gems | Te Kete Ako,Digital Technologies,All Levels,lesson,Orphans Dashboard - GraphRAG Hidden Gems | Te Kete Ako 🧠 GRAPHRAG INTELLIGENCE 💎 Orphans Dashboard High-Quality Under-Connected Resources 208 excellent resources waiting to be linked into the knowledge graph 208 Total Orphans 87 Avg Quality 7 Subjects All Subjects (208) Te Ao Māori (58) Cross-Curricular (54) Science (29) Digital Tech (20) Mathematics (18) Social Studies (15) Loading orphans from GraphRAG...
public/advanced-search.html,"Advanced Search - 8,037 Resources | Te Kete Ako",Digital Technologies,Year 7,lesson,"Advanced Search - 8,037 Resources | Te Kete Ako 🔍 Advanced Search 🔍 All Subjects 📐 Mathematics 🔬 Science 📖 English 🌏 Social Studies 🌿 Te Reo Māori 🎨 Arts 💻 Technology 💪 Health & PE All Year Levels Year 7 Year 8 Year 9 Year 10 Year 11 Year 12 Year 13 All Types 📖 Lessons 📄 Handouts 📚 Unit Plans 🎮 Games 💻 Interactive 📊 Assessments 🌺 Cultural Integration 🧠 Search with GraphRAG Intelligence"
public/graphrag-control-center.html,GraphRAG Control Center - Te Kete Ako,Health & Pe,All Levels,lesson,"GraphRAG Control Center - Te Kete Ako 🎛️ GraphRAG Control Center Master Command Console • Self-Evolving Intelligence Platform 19,696 Resources 231,257 Relationships 13 Intelligence Systems - Health Score 🚦 System Status GraphRAG Self-Evolution Quality: 98 • Active Cultural Intelligence Quality: 99 • Active GLM AI Integration Quality: 98 • Active Auto-Healer Quality: 97 • Standby Pathway Generator Quality: 97 • Active Cross-Subject Discovery Quality: 96 • Active 🔍 Explore GraphRAG Query Dashboard"
public/learning-pathways-visualizer.html,🛤️ Learning Pathways Visualizer | GraphRAG Powered | Te Kete Ako,Arts,All Levels,lesson,"🛤️ Learning Pathways Visualizer | GraphRAG Powered | Te Kete Ako ""Ka mua, ka muri - kia whakatōmuri te haere whakamua"" Walking backwards into the future - we learn from the past to move forward 🛤️ Learning Pathways 163,995 relationships • 749 prerequisite chains • Real-time intelligence Select a Unit to Explore Loading units... 📚 Select a unit above to visualize its learning pathway"
public/dashboard.html,Te Kete Ako Dashboard | Your Teaching Resources,Te Reo Māori,All Levels,lesson,"Te Kete Ako Dashboard | Your Teaching Resources 🔐 Authenticating... Verifying your access to the dashboard Te Kete Ako Kia ora, Teacher Welcome to your dashboard 🧺 My Kete Taku Kete 🤖 AI Teacher Tools Taputapu AI 🧠 AI Search Rapua AI Close Menu 🤖 Your AI Teaching Assistant 🤖 AI Teacher Dashboard ⚡ Adaptive Learning Paths 🧠 DeepSeek AI Agent 📝 Smart Project Tracker 📚 Your Resource Collection 🧺 My Saved Resources 📄 Browse All Handouts 🎓 Complete Lessons 📖 Full Unit Plans 🚀 Quick Actions 🔍 AI-Power"
public/student-success-hub.html,Student Success Hub | Te Kete Ako,Arts,Year 9,lesson,Student Success Hub | Te Kete Ako 🎯 Student Success Hub Essential skills for academic excellence and cultural competency 📚 Year Level Transition Guides 🚀 Year 9 Starter Pack Essential skills for high school success Study skills & organization Time management Note-taking strategies Cultural classroom protocols 🎓 NCEA Level 1 Must-Knows Literacy and numeracy essentials NCEA co-requisites explained Literacy standards breakdown Numeracy requirements Assessment preparation 🗣️ Communication & Leadersh
public/graphrag-orphaned-excellence.html,Orphaned Excellence | Hidden Gems | Te Kete Ako,Te Reo Māori,All Levels,lesson,"Orphaned Excellence | Hidden Gems | Te Kete Ako 💎 GRAPHRAG DISCOVERY ENGINE Hidden Excellence Collection ... Exceptional resources with fewer than 4 connections ✨ What Makes These Resources Special? ⭐ Quality 93-96 Top tier content 🌿 Cultural Integration Whakataukī & Te Reo 🎮 Interactive Games & activities 💎 Discover Hidden Gems Scanning GraphRAG for hidden excellence... 🤔 Why Are These Resources ""Orphaned""? These exceptional resources have fewer than 4 connections in our knowledge graph, meanin"
public/graphrag-prerequisite-explorer.html,Prerequisite Chain Explorer | GraphRAG Intelligence | Te Kete Ako (Updated Oct 19 2025),Digital Technologies,Year 8,lesson,"Prerequisite Chain Explorer | GraphRAG Intelligence | Te Kete Ako (Updated Oct 19 2025) ""He ara whakauru ki te mātauranga, he ara whakaputa ki te ao mārama"" The pathway into knowledge is the pathway to enlightenment 🎯 Prerequisite Chain Explorer Discover perfect learning sequences with 100% confidence pathways 🏆 Featuring Y8 Digital Kaitiakitanga: 18-lesson perfect chain at 1.0 confidence! Loading prerequisite chains from GraphRAG..."
public/graphrag-knowledge-graph-viz.html,Interactive Knowledge Graph | GraphRAG | Te Kete Ako,Mathematics,All Levels,lesson,"Interactive Knowledge Graph | GraphRAG | Te Kete Ako 🧠 Interactive Knowledge Graph D3.js force-directed visualization of 231,644 relationships across 19,771 resources Filter Graph: 🌐 Full Network 🔬 Science 📊 Mathematics 📝 English 🌿 Cultural Connections Show Labels Min Confidence: 50%+ 70%+ 85%+ 90%+ Loading knowledge graph... Graph Statistics Nodes: 0 Connections: 0 Subjects: 0 Avg Confidence: 0% Node Colors Science Mathematics English Cultural Other"
public/auth-unified.html,🔐 Unified Auth System | Te Kete Ako,Digital Technologies,All Levels,lesson,"🔐 Unified Auth System | Te Kete Ako ""Mā tō rourou, mā taku rourou, ka ora ai te iwi"" With your basket and my basket, the people will thrive - collaboration strengthens security 🔐 Te Kete Ako Authentication Secure access with kaitiakitanga - cultural guardianship of knowledge Email & Password Email Password Sign In One-Click Sign In Sign in with Google Sign in with Microsoft 🧪 Auth Testing (Admin Only) Run Auth Tests 👨‍🏫 Teachers → teacher-dashboard-unified.html 👨‍🎓 Students → student-dashboard.h"
public/perfect-learning-pathways.html,Perfect Learning Pathways | 594+ Lessons Mapped | Te Kete Ako (Updated Oct 19 2025),Health & Pe,Year 8,lesson,"Perfect Learning Pathways | 594+ Lessons Mapped | Te Kete Ako (Updated Oct 19 2025) 🧠 GRAPHRAG VERIFIED | UPDATED OCT 19 2025 ✅ Perfect Learning Pathways 594+ Lessons in Perfect Sequences GraphRAG-analyzed prerequisite chains with 95-100% confidence 594 Lessons Mapped 13,154 Total Pathway Links 95%+ Avg Confidence 🎯 What Makes a Pathway ""Perfect""? GraphRAG assigns 1.0 confidence (100%) when a prerequisite relationship is absolutely certain. These are carefully sequenced units where each lesson b"
public/discovery-tools.html,🔍 Discovery Tools | GraphRAG-Powered Intelligence | Te Kete Ako,Arts,All Levels,lesson,"🔍 Discovery Tools | GraphRAG-Powered Intelligence | Te Kete Ako ""Mā te rapu, ka kitea; mā te kite, ka mōhio"" Through searching, we find; through finding, we know — Discovery tools illuminate hidden connections 🔍 Discovery Tools Explore 19,685 educational resources using AI-powered GraphRAG intelligence. Navigate 231,237 relationship connections, visualize learning pathways, and discover hidden gems. CORE TOOL 🔎 Advanced Search Search across all resources with intelligent filtering. Find exactly "
public/login-simple.html,Simple Login | Te Kete Ako,Digital Technologies,All Levels,lesson,Simple Login | Te Kete Ako Te Kete Ako 🧺 Te Kete Ako Login 🔄 Initializing authentication... Email: Password: Sign In
public/science-hub.html,Science Hub | Te Kete Ako,Science,Year 9,lesson,"Science Hub | Te Kete Ako ""Ko au te taiao, ko te taiao ko au"" I am the environment, the environment is me - scientific inquiry through interconnection 🔬 Science Hub Scientific inquiry integrated with mātauranga Māori 📊 Powered by GraphRAG: 238,253 knowledge relationships ⚡ Quick Start: Teacher Picks 🧭 Waka Physics Basics 💧 Water Cycle (Te Taiao) 💎 Excellence Alpha 47+ 🌍 Climate Change & Te Taiao Lesson • ⭐ 92 🎵 Physics of Māori Instruments Lesson • ⭐ 92 🧪 Chemistry of Rongoā Māori Handout • ⭐ 92"
public/auth-callback.html,Authentication - Te Kete Ako,Digital Technologies,All Levels,lesson,Authentication - Te Kete Ako Completing Authentication Please wait while we complete your sign-in... Redirecting to your dashboard...
public/graphrag-visual-demo.html,GraphRAG Knowledge Graph Visualization | Te Kete Ako,Arts,All Levels,lesson,"GraphRAG Knowledge Graph Visualization | Te Kete Ako 🧠🔗 GraphRAG Knowledge Graph Watch AI-discovered connections come alive 19,737 Total Resources 231,469 Knowledge Relationships 12+ Subject Areas 8,421 Cultural Resources 🌐 Live Knowledge Graph Real connections from the GraphRAG database • Click nodes to explore 🔬 Science 📊 Mathematics 📝 English 🌿 Cultural Connections 🔗 Cross-Curricular 🧠 Select a view above to visualize the knowledge graph How GraphRAG Works 🔍 1. Analysis AI analyzes every reso"
public/youtube.html,YouTube Resources | Te Kete Ako,English,Year 7,lesson,"YouTube Resources | Te Kete Ako Today's Whakataukī ""Mā te kōrero, ka mōhio; mā te mōhio, ka mārama; mā te mārama, ka mātau; mā te mātau, ka ora."" Through discussion comes awareness; through awareness comes understanding; through understanding comes knowledge; through knowledge comes life. Related Resources Cultural Analysis - Haka Treaty of Waitangi Media Literacy Skills Film Scene Analysis Speech Analysis Video Categories Educational Videos (15) Cultural Content (8) Current Events (12) Document"
public/english.html,English | Te Kete Ako,English,Year 9,lesson,English | Te Kete Ako Te Kete Ako 📖 English 113 comprehensive resources for language arts mastery with cultural integration 🌿 Cultural Context | Horopaki Ahurea 🏛️ Connection to Mangakōtukutuku College Values Whaimana: Integrity - Standing firm in truth and principle whaiara by encouraging students to engage with content in ways that embody this value. Approach Māori content with respect and openness Recognize students' diverse cultural backgrounds and experiences Create space for Māori students
public/hidden-gems.html,Hidden Gems | Te Kete Ako,Te Reo Māori,All Levels,lesson,"Hidden Gems | Te Kete Ako 💎 Hidden Gems Excellence Resources Revealed by the Knowledge Graph 47 high-quality resources discovered in `/generated-resources-alpha/` 47 Resources 89.8 Avg Quality 🔍 How GraphRAG Found These Gems Our knowledge graph analyzed 19,737 resources and 231,469 relationships to discover that `/generated-resources-alpha/` contains an extraordinary treasure trove: 21 Handouts: Average quality 89.8/100, ALL culturally integrated 15 Complete Lessons: Average quality 89.7/100, AL"
public/writers-toolkit-hub.html,✍️ Writers Toolkit - 18-Step Mastery Path | Te Kete Ako,English,All Levels,lesson,"✍️ Writers Toolkit - 18-Step Mastery Path | Te Kete Ako ""He tākaro te kōrero, he whaikōrero te tākaro"" Speaking is a game, oratory is playful art — Master the craft of words through practice and creativity ✍️ The Writers Toolkit Master the complete writing framework - from hooks to conclusions 🎯 LONGEST LEARNING PATHWAY: 18 STEPS! 🧠 GraphRAG Intelligence: 2,323 connections across 10 subjects - The ultimate cross-curricular champion! 📚 Complete Writing Mastery Framework Discovered by GraphRAG ana"
public/resource-detail-template.html,Resource Detail Template | Te Kete Ako,Digital Technologies,Year 8,handout,"Resource Detail Template | Te Kete Ako Example Resource Title This would be the resource description pulled from GraphRAG 📖 Lesson Content The actual lesson content would go here. This template shows the professional layout structure for any resource detail page. ✨ 3 Teaching Variants Available This lesson has multiple versions you can choose from: Current Version (Professional CSS) ✓ You're viewing CSS Backup Version (Unified Design) View → Legacy Version (Simple, printable) View → Learn more a"
public/curriculum-index.html,Complete Curriculum | Te Kete Ako,Mathematics,Year 7,lesson,Complete Curriculum | Te Kete Ako 📚 Complete Curriculum Comprehensive curriculum units integrating mātauranga Māori with NZ Curriculum standards 🌿 Cultural Context | Horopaki Ahurea 🏛️ Connection to Mangakōtukutuku College Values Whaimana: Integrity - Standing firm in truth and principle whaiara by encouraging students to engage with content in ways that embody this value. Approach Māori content with respect and openness Recognize students' diverse cultural backgrounds and experiences Create spa
public/performance-dashboard.html,Performance Dashboard - Te Kete Ako,Health & Pe,All Levels,lesson,Performance Dashboard - Te Kete Ako Te Kete Ako 🚀 Te Kete Ako Performance Dashboard Real-time performance monitoring optimized for Mangakotukutuku College Chromebooks Performance Testing Controls 🔍 Run Full Performance Audit 🧠 Test GraphRAG Cache Performance ⚡ Test Service Worker 🖼️ Test Image Optimization 🗑️ Clear All Caches 📶 Simulate Slow Network Page Load Time -- Target: < 2 seconds First Contentful Paint -- Target: < 1.8 seconds Largest Contentful Paint -- Target: < 2.5 seconds Cumulative L
public/integrated-resources-index.html,Integrated Resources | Te Kete Ako,Digital Technologies,All Levels,lesson,Integrated Resources | Te Kete Ako 📚 Integrated Resources Resources integrated from discovery process 📚 Lessons (2753) Browse Lessons 📄 Handouts (2257) Browse Handouts
public/graphrag-generator.html,🤖 GraphRAG Generator - Auto-Create Content | Te Kete Ako,Te Reo Māori,All Levels,lesson,"🤖 GraphRAG Generator - Auto-Create Content | Te Kete Ako 🤖 GraphRAG Generator Let the knowledge graph write content for you Using 163,200 relationships to auto-generate educational content 📚 Unit Overview Page Automatically aggregate all lessons and resources within a unit to create a comprehensive overview 🗺️ Learning Journey Use prerequisite relationships to auto-generate a step-by-step learning pathway 🌉 Cross-Curricular Project Discover connections between subjects and generate integrated pr"
public/cultural-treasures.html,Cultural Treasures | Te Kete Ako,Te Reo Māori,All Levels,lesson,Cultural Treasures | Te Kete Ako Te Kete Ako 🌿 Cultural Treasures 112 High Cultural Value Resources 🌿 Rongoā Māori & Traditional Science Science Years 11-13 High Cultural Health & PE Years 9-13 High Cultural Social Sciences Years 10-13 High Cultural 🌿 Cultural Context | Horopaki Ahurea 🏛️ Connection to Mangakōtukutuku College Values Whaimana: Integrity - Standing firm in truth and principle whaiara by encouraging students to engage with content in ways that embody this value. Approach Māori cont
public/integrated-lessons-showcase.html,💎 377 Integrated Lessons - Hidden Treasure | Te Kete Ako,Te Reo Māori,Year 7,lesson,"💎 377 Integrated Lessons - Hidden Treasure | Te Kete Ako 💎 HIDDEN TREASURE 377 Integrated Lessons 122 Science 105 Mathematics 86 Te Reo Māori 40 English ""Whāia te iti kahurangi, ki te tuohu koe, me he maunga teitei"" — Seek the treasure you value most; if you should bow your head, let it be to a lofty mountain 🔍 Discover Integrated Lessons 📚 Subject All Subjects 🔬 Science (122 lessons) 🔢 Mathematics (105 lessons) 🗣️ Te Reo Māori (86 lessons) 📝 English (40 lessons) 🎓 Year Level All Years Year 7 Ye"
public/cultural-learning-pathways.html,🌿 Cultural Learning Pathways | Te Kete Ako,Science,All Levels,lesson,🌿 Cultural Learning Pathways | Te Kete Ako 🌿 Cultural Learning Pathways Explore how Māori concepts weave through our curriculum Platform Cultural Integration ... Cultural Resources ... Cultural Connections ... Platform Integration Māori Concepts Across Curriculum × Connected Resources
public/register-simple.html,Register | Te Kete Ako,Te Reo Māori,All Levels,lesson,Register | Te Kete Ako Te Kete Ako 🌿 Cultural Context | Horopaki Ahurea 🏛️ Connection to Mangakōtukutuku College Values Whaiara: Rising Up - Taking action to create positive change whaiara by encouraging students to engage with content in ways that embody this value. Approach Māori content with respect and openness Recognize students' diverse cultural backgrounds and experiences Create space for Māori students to share their perspectives Consult with whānau and local iwi for culturally sensitive
public/innovation-showcase.html,💡 Innovation Showcase | Te Kete Ako,English,All Levels,lesson,"💡 Innovation Showcase | Te Kete Ako 💡 Innovation Showcase Innovation Era 2024-2025 🧠 GraphRAG Discovery: Post-Legacy Innovation Using dialectical analysis, our GraphRAG compared production files to the legacy backup (backup_before_css_migration). These 178 resources exist ONLY in production — they represent our latest thinking on cross-curricular integration, cultural pedagogy, and innovative teaching approaches. 🆕 178 New Resources 🌿 100% Cross-Curricular ⭐ 87+ Avg Quality 🌟 Featured Innovation"
public/nz-curriculum-browser.html,NZ Curriculum Browser | Te Kete Ako,Social Studies,All Levels,lesson,"NZ Curriculum Browser | Te Kete Ako ""Ko te akoranga te pūtake o te oranga"" Education is the foundation of prosperity 🎓 NZ Curriculum Browser Resources aligned to all NZ Curriculum learning areas 📖 English Reading, writing, speaking, listening through dual narrative traditions 1,681 resources 79.5% culturally integrated 📐 Mathematics & Statistics Number, algebra, geometry, statistics through cultural patterns 1,925 resources 53.6% culturally integrated 🔬 Science Living world, physical world, plan"
public/teaching-options-library.html,Teaching Options Library | Te Kete Ako,Digital Technologies,All Levels,lesson,"Teaching Options Library | Te Kete Ako ""Mā te huruhuru te manu ka rere"" — It is the feathers that enable the bird to fly (With the right tools and support, we soar) ⭐ SMART SEARCH 🎯 Teaching Options Library 20,000+ lesson variants - same content, different approaches! Pick the version that fits YOUR students, YOUR time, YOUR context 🔍 Find Your Perfect Teaching Option 🌿 Cultural Integration All Levels High (Whakataukī, tikanga, mātauranga) Medium (Māori context included) Low (Minimal cultural co"
public/graphrag-brain.html,🧠 GraphRAG Brain - Live Intelligence | Te Kete Ako,Te Reo Māori,Year 8,lesson,"🧠 GraphRAG Brain - Live Intelligence | Te Kete Ako 🧠 GraphRAG Brain Ask me anything about Te Kete Ako's 5,269 educational resources 163,200 Relationships Mapped 5,269 Resources Indexed 738 Learning Pathways 1,449 With Whakataukī 💬 Ask the Brain 🌿 Resources with highest cultural integration 📚 Show me the longest learning pathways 🎓 All Year 8 cross-curricular resources 🌟 Resources with whakataukī integration 🔗 Most connected resources (influence hubs) 🔬 Science + Te Ao Māori bridges 🧠 Ask the Bra"
public/unit-structure-explorer.html,Unit Structure Explorer | Te Kete Ako,Digital Technologies,All Levels,unit-plan,Unit Structure Explorer | Te Kete Ako 📚 Unit Structure Explorer 500 unit structures mapped from knowledge graph Loading unit structures...
public/cross-curricular-bridges.html,🌉 Cross-Curricular Bridges | Te Kete Ako,Te Reo Māori,All Levels,lesson,"🌉 Cross-Curricular Bridges | Te Kete Ako ""He waka eke noa"" We are all in this together - knowledge weaves across all subjects 🌉 Cross-Curricular Bridges Discover resources that connect multiple subjects through mātauranga Māori 30,214 Total Connections 15 Bridge Resources 170 Subject Combinations 87.5 Avg Quality Score 🧠 Querying GraphRAG for cross-curricular intelligence..."
public/cultural-pathways.html,Cultural Pathways | Te Ao Māori Through All Learning | Te Kete Ako,Te Reo Māori,All Levels,lesson,"Cultural Pathways | Te Ao Māori Through All Learning | Te Kete Ako 🧠 GRAPHRAG CULTURAL INTELLIGENCE 🌿 Cultural Pathways Te Ao Māori Woven Through All Learning ""Ko te manu e kai ana i te miro, nōna te ngahere. Ko te manu e kai ana i te mātauranga, nōna te ao."" The bird that eats the miro berry owns the forest. The bird that eats knowledge owns the world. 8,421 Culturally Integrated Resources 5,062 Shared Cultural Elements 205 Resources with Whakataukī 1,315 With Te Reo Māori 📊 Cultural Integratio"
public/index-backup-old-complex.html,Te Kete Ako | Educational Resources Honoring Te Ao Māori,Te Reo Māori,All Levels,lesson,"Te Kete Ako | Educational Resources Honoring Te Ao Māori Te Kete Ako Te Kete Ako Educational Resources Honoring Te Ao Māori ""Whaowhia te kete mātauranga"" Fill the basket of knowledge Browse Lessons View Handouts What's Available 📚 Walker Unit Dr. Ranginui Walker - 5 complete lessons on challenging dominant narratives Explore → 🌊 Hērangi Unit Te Puea Hērangi - 5 lessons on the heart of Kīngitanga Explore → 🎮 Te Reo Games Interactive Wordle games for learning te reo Māori vocabulary Play Now → 📄 2"
public/english-literacy-progression-framework.html,English/Literacy Progression Framework - Culturally Responsive Communication | Mangakōtukutuku College,English,All Levels,lesson,"English/Literacy Progression Framework - Culturally Responsive Communication | Mangakōtukutuku College Te Kete Ako Framework Navigation Framework Overview Oral Tradition Foundation Years 7-13 Progression Cross-Curricular Integration Cultural Assessment Implementation Resources Whakataukī ""Kōrero mai, kōrero atu, ka ngarongaro he tangata, ka mākinakina he kōrero"" Speak up, speak out, people may disappear but words will remain Integration Points Unit 4: Economic Justice Unit 5: Global Solidarity U"
public/graphrag-discovery-hub.html,GraphRAG Discovery Hub | AI-Powered Knowledge Navigation | Te Kete Ako,Te Reo Māori,All Levels,lesson,GraphRAG Discovery Hub | AI-Powered Knowledge Navigation | Te Kete Ako
public/cultural-excellence-collection.html,🌿 Cultural Excellence Collection | 199 High-Integration Resources | Te Kete Ako,Te Reo Māori,All Levels,lesson,"🌿 Cultural Excellence Collection | 199 High-Integration Resources | Te Kete Ako ""Ko te pae tawhiti, whāia kia tata; ko te pae tata, whakamaua kia tīna"" Seek out distant horizons and cherish those you attain — Excellence in cultural integration 🌿 Cultural Excellence Collection 199 High Cultural Resources 100% Authentic Integration All Subject Areas Filter by: All Resources Lessons Games Handouts Units Interactive 🔄 Loading cultural excellence resources from GraphRAG..."
public/excellence-clusters.html,"Excellence Clusters | 2,300 High-Quality Connections | Te Kete Ako",Digital Technologies,All Levels,lesson,"Excellence Clusters | 2,300 High-Quality Connections | Te Kete Ako 🧠 GRAPHRAG ANALYSIS ⭐ Excellence Clusters 2,300 Connections Between High-Quality Resources Quality score 85+ • Average confidence 0.871 2,300 Excellence Links 0.871 Confidence 85+ Quality Threshold 🧠 What Are Excellence Clusters? GraphRAG identified 2,300 relationships connecting resources with 85+ quality scores. These high-quality resources cluster together through shared excellence in pedagogy, cultural integration, and educat"
public/learning-pathways-builder.html,Learning Pathways Builder | Te Kete Ako,Digital Technologies,Year 7,lesson,Learning Pathways Builder | Te Kete Ako 🗺️ Learning Pathways Builder Subject Focus: All Subjects Mathematics Science English Social Studies Digital Technologies Year Level: All Years Year 7 Year 8 Year 9 Year 10 NCEA Cultural Integration: Prioritize Cultural Content Te Reo Māori Required Loading resources... ✨ Your pathway will appear here Select resources from the library or generate an intelligent pathway
